run_accession	sample_accession	sample_title	library_strategy	library_source	library_selection	library_name	experiment_title	fastq_md5	fastq_ftp
SRR26541158	SAMN38001633	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1add24f3f51bc72fb03d77ab2dccf1d4;040f7f2a4e53d3f7172d35c74e151ef1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541158/SRR26541158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541158/SRR26541158_2.fastq.gz
SRR26541141	SAMN38001651	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ab2ab02ebba5f2ad45addd5785959ce4;cb49d8508e1d239eabe37bca5d5c3feb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541141/SRR26541141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541141/SRR26541141_2.fastq.gz
SRR26541142	SAMN38001651	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	95124791a3d1aab9a322f458e047d208;16264eb91bcd6115a5730659dd298ebe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/042/SRR26541142/SRR26541142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/042/SRR26541142/SRR26541142_2.fastq.gz
SRR26541167	SAMN38001630	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h30C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1815f64cb78de92fb398691dd5d0887b;b598d0baa4b658e43eed0945e2d8db36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541167/SRR26541167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541167/SRR26541167_2.fastq.gz
SRR26541143	SAMN38001650	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	822a6d34082ab47b2dea7a476a4b6f50;273a429eb25b81f3312a0fa54d058dbc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541143/SRR26541143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541143/SRR26541143_2.fastq.gz
SRR26541173	SAMN38001616	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h19A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	3dbae3d9b94974135f4c186b5061bdf0;78702a84286be1120efccbcdab9217f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541173/SRR26541173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541173/SRR26541173_2.fastq.gz
SRR26541145	SAMN38001650	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	034c949ab5a947feee6cd8704f4a3915;9f46525cd72b4dad939feddc8dee53d6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541145/SRR26541145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541145/SRR26541145_2.fastq.gz
SRR26541175	SAMN38001615	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	eee7110497fc632f357b8010428189b9;214de2f500437ee7769eb7e5e7eb56f1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/075/SRR26541175/SRR26541175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/075/SRR26541175/SRR26541175_2.fastq.gz
SRR26541176	SAMN38001614	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	10f861c5ef1991d4f391f558be73129e;a3e682239e152dceef0b208f7b015935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541176/SRR26541176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541176/SRR26541176_2.fastq.gz
SRR26541154	SAMN38001634	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	39793be7eab156b2705b67276d7080c6;994a136152315a6b2f21c6112962a2bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541154/SRR26541154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541154/SRR26541154_2.fastq.gz
SRR26541179	SAMN38001573	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h02C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9b9e08163630bb163c3ae290e3797fba;de3f9afb8c36d5c0042708850095066f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/079/SRR26541179/SRR26541179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/079/SRR26541179/SRR26541179_2.fastq.gz
SRR26541180	SAMN38001613	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f7314369cfefb915efc186edbaf9d32b;755c02d279cf41562b44fc7b111f489f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/080/SRR26541180/SRR26541180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/080/SRR26541180/SRR26541180_2.fastq.gz
SRR26541182	SAMN38001612	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h17C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	5eaa62183cc70c99c27759ddd245cc1e;619853040534ec1f7fc4a087711ab1e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/082/SRR26541182/SRR26541182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/082/SRR26541182/SRR26541182_2.fastq.gz
SRR26541189	SAMN38001609	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ea563311d99a1f0eb3b09c0c87d3738b;c25499040a6388cf94486257484462c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26541189/SRR26541189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26541189/SRR26541189_2.fastq.gz
SRR26541155	SAMN38001634	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b5680b644ae33ca16329c4eeb78e9a89;44bd36ffa0e13b269f02b6bbb857f93f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541155/SRR26541155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541155/SRR26541155_2.fastq.gz
SRR26541190	SAMN38001573	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h02C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	278246c6530a2a0804c17fa211bea6c1;278d3757f76799e4ab49770b5b77f678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26541190/SRR26541190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26541190/SRR26541190_2.fastq.gz
SRR26541159	SAMN38001633	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	06df5aec6e2481e2eb22ead01d8eb2ba;ab575fc3564b45c6b10a9982ba307c9f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541159/SRR26541159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541159/SRR26541159_2.fastq.gz
SRR26541192	SAMN38001608	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	5955b599be44b70c99b88683feb0903e;72de9f645af2a975eb9a94af8af925ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/092/SRR26541192/SRR26541192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/092/SRR26541192/SRR26541192_2.fastq.gz
SRR26541160	SAMN38001632	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e51f0a8b5ae8ac6121d4de2937b8afe1;6234a034ac86fb445adda5e5665b6b21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/060/SRR26541160/SRR26541160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/060/SRR26541160/SRR26541160_2.fastq.gz
SRR26541162	SAMN38001632	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	87e774393dc78b563cb4e904ed8bd7f8;47fc32e850ce1ddfa7ae58b544605ad7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/062/SRR26541162/SRR26541162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/062/SRR26541162/SRR26541162_2.fastq.gz
SRR26541194	SAMN38001608	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9a78e108dfc5d1e65eb63e9dfcef83f7;4034c11f8bf452dd4ebe56f3917a2bc9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/094/SRR26541194/SRR26541194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/094/SRR26541194/SRR26541194_2.fastq.gz
SRR26541163	SAMN38001632	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	8481988b919e2897b9b70b01590e0c77;6d7690e178246517219f1ff1b9bcf180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541163/SRR26541163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541163/SRR26541163_2.fastq.gz
SRR26541195	SAMN38001607	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1d43397f192cb9119f736aa45e5c49fa;ff41e97cddf8409367c0354f4c2c1f98	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26541195/SRR26541195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26541195/SRR26541195_2.fastq.gz
SRR26541197	SAMN38001607	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	abe840eed75357ad00015c4529e5c455;3dbdcf90bb63ae34aff8cd11c6f6e149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/097/SRR26541197/SRR26541197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/097/SRR26541197/SRR26541197_2.fastq.gz
SRR26541198	SAMN38001606	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h15C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2173a19bbc863dfcbbc0ee147974e484;ef471e6ebbd86c712d8dd0cd28985820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/098/SRR26541198/SRR26541198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/098/SRR26541198/SRR26541198_2.fastq.gz
SRR26541201	SAMN38001575	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03A2_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1a271a4d793b449b76a6914133e638ee;afa595d637f22c14c980791ac8bbbff7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541201/SRR26541201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541201/SRR26541201_2.fastq.gz
SRR26541203	SAMN38001627	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h26C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	46a9512ab3f164a19d37077daab77e9c;d7d21191a33d5bc4d8352667cd985d3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/003/SRR26541203/SRR26541203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/003/SRR26541203/SRR26541203_2.fastq.gz
SRR26541164	SAMN38001631	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h39A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b20c9625242aa491a35c6993e0c63c0c;128341b5219dd667c0448d6d99eeb531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/064/SRR26541164/SRR26541164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/064/SRR26541164/SRR26541164_2.fastq.gz
SRR26541169	SAMN38001629	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h30B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	cd3f0bf0b09cb942fe386fda6f50eb6f;fa4efc339f0729fd8bf418a03d643198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541169/SRR26541169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541169/SRR26541169_2.fastq.gz
SRR26541170	SAMN38001629	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h30B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	51097d7d25e98e0d48c4e05f2f355a85;0a1dcc9f666c367a77eaff0ddca8bee8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/070/SRR26541170/SRR26541170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/070/SRR26541170/SRR26541170_2.fastq.gz
SRR26541208	SAMN38001625	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h26A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	416e49eb6a70db6ed733384217533d26;1bee9556d771da21ba227b676ae80ea7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541208/SRR26541208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541208/SRR26541208_2.fastq.gz
SRR26541172	SAMN38001628	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h30A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6dfd59ec09f91bf871488d273c9bf769;8f5c23d314561165a3304cef9c361fac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/072/SRR26541172/SRR26541172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/072/SRR26541172/SRR26541172_2.fastq.gz
SRR26541174	SAMN38001615	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	0295003ac1f595f53ff895c19188b023;503376eea98e000573e970822a264816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/074/SRR26541174/SRR26541174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/074/SRR26541174/SRR26541174_2.fastq.gz
SRR26541213	SAMN38001623	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h23B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	97fe262f471484ed85f0bae62912faf3;67196c99db37f6ec897e0b23808e460a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541213/SRR26541213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541213/SRR26541213_2.fastq.gz
SRR26541178	SAMN38001614	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	73891436dd033902373ec62fce994dc5;a817e27d5b4d1157f0425833ce36dafb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/078/SRR26541178/SRR26541178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/078/SRR26541178/SRR26541178_2.fastq.gz
SRR26541216	SAMN38001621	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h20C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1672b8f1ba591778419fbd251cbeb952;efc7eaaf72c18dc67490ec8c34c85139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/016/SRR26541216/SRR26541216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/016/SRR26541216/SRR26541216_2.fastq.gz
SRR26541219	SAMN38001620	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h20B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	017aa6fd046a87dcec1f01abafa2870a;2050801d2438ebcf775a10f902c5bf3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/019/SRR26541219/SRR26541219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/019/SRR26541219/SRR26541219_2.fastq.gz
SRR26541181	SAMN38001613	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h18A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	37e0c9af1b59a5afd59d571f4891319d;204529dd7a92878fa7d94ceba77db93b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/081/SRR26541181/SRR26541181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/081/SRR26541181/SRR26541181_2.fastq.gz
SRR26541221	SAMN38001619	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h20A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	23c0abbbd922115692e51440f575c752;d6421a190e7d3124871c5919ecc69762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541221/SRR26541221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541221/SRR26541221_2.fastq.gz
SRR26541183	SAMN38001612	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h17C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	0488833b2c68459d465de23be11a5a90;7b2645db40d26bc03b7b5f8a1aea8ed8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/083/SRR26541183/SRR26541183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/083/SRR26541183/SRR26541183_2.fastq.gz
SRR26541223	SAMN38001574	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03A1_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9241df5c6422d88e50429a57875b7701;f675d4cbcd6786486e3110f3bd86d408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/023/SRR26541223/SRR26541223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/023/SRR26541223/SRR26541223_2.fastq.gz
SRR26541225	SAMN38001569	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h01A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ec56bc377463c0b629aec6a6b31b188c;77369cf5ba8f8a500f37be4860cca746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541225/SRR26541225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541225/SRR26541225_2.fastq.gz
SRR26541186	SAMN38001610	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h17A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	116cc0c1fa703ffe14589e8fedc60f96;bd641791d00925150db54f5d33dd482d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/086/SRR26541186/SRR26541186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/086/SRR26541186/SRR26541186_2.fastq.gz
SRR26541187	SAMN38001610	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h17A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ca95d0090bcda18e47d3809b6e27b1e4;33562d2e03398810c8f02b3b45a80b32	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/087/SRR26541187/SRR26541187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/087/SRR26541187/SRR26541187_2.fastq.gz
SRR26541188	SAMN38001609	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b97134367ea7ac7058049cdf91163c87;9a7ced9c44f8e6e3225749c2c0f56b7d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/088/SRR26541188/SRR26541188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/088/SRR26541188/SRR26541188_2.fastq.gz
SRR26554500	SAMN38027288	Model organism or animal sample from Mus musculus	RNA-Seq	TRANSCRIPTOMIC	PolyA	mC1	Illumina NovaSeq 6000 sequencing: scRNA seq of mus musculus: adult female breast	81a3fbf82395876e99375a57cf9ec50c;6956176d2cad52a2a6616c2645942c7b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/000/SRR26554500/SRR26554500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/000/SRR26554500/SRR26554500_2.fastq.gz
SRR26541191	SAMN38001609	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	815586dd1f44efd05c805ed40c3e0792;e12204477a63db08d124463cb9adf336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26541191/SRR26541191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26541191/SRR26541191_2.fastq.gz
SRR26554504	SAMN38027296	Model organism or animal sample from Mus musculus	RNA-Seq	TRANSCRIPTOMIC	PolyA	B5	Illumina NovaSeq 6000 sequencing: scRNA seq of mus musculus: adult female breast	3f0a9009b3b740c838a7b68bc679f8dd;8af6429fd874833f7ce80fe2a2d0f855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26554504/SRR26554504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26554504/SRR26554504_2.fastq.gz
SRR26541196	SAMN38001607	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h16A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	c3c2571023c43afe8d7daff36ddb72e4;3b972ce922010a3026d0859fefe5d73f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26541196/SRR26541196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26541196/SRR26541196_2.fastq.gz
SRR26541202	SAMN38001628	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h30A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f7a137d051131f9479666e446db58691;450be327b5328c49624d8b8902e07f64	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/002/SRR26541202/SRR26541202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/002/SRR26541202/SRR26541202_2.fastq.gz
SRR26541204	SAMN38001627	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h26C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	d22c97f3d244d0e82135f32e5a348b2f;3a4264a0d616869c263d6589edebec08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26541204/SRR26541204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26541204/SRR26541204_2.fastq.gz
SRR26541207	SAMN38001625	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h26A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	d9b88e3398c031c7e3602faaaa9da966;9e9c3a4fb521161fc0f5992aadcf2edd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541207/SRR26541207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541207/SRR26541207_2.fastq.gz
SRR26541211	SAMN38001623	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h23B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	242e787e90f850d5a87b55af825891b4;0d74e4deab939c3998c1599448801116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541211/SRR26541211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541211/SRR26541211_2.fastq.gz
